2026-05-08 16:44:38,24.6,63.8,0,0,13.6,67,0.0,6.5,0,0,0
2026-05-08 16:44:40,25.0,47.9,0,0,13.6,67,0.0,6.5,0,0,0
2026-05-09 12:18:26,28.4,62.3,1,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:28,21.6,71.6,0,1,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:30,21.1,50.5,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:32,24.5,47.3,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:34,23.1,49.3,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:36,27.5,67.7,1,1,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:38,23.5,52.0,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:40,20.6,54.6,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:42,27.2,44.7,1,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:44,20.0,42.6,0,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:46,27.6,54.5,1,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:18:48,28.2,64.0,1,0,12.5,50,0.0,18.4,0,0,0
2026-05-09 12:45:33,20.5,58.9,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:35,27.3,41.2,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:37,29.0,58.4,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:39,22.0,54.7,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:41,20.8,40.8,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:43,24.2,44.8,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:45,26.0,45.7,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:47,27.1,42.4,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:49,20.9,53.9,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:51,24.8,61.3,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:53,23.6,46.5,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:55,28.6,44.2,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:57,22.8,72.4,0,1,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:45:59,25.4,70.4,0,1,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:01,28.8,49.3,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:03,21.6,40.3,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:06,25.2,45.5,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:08,27.3,59.7,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:10,21.5,64.7,0,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:12,27.9,73.7,1,1,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:14,21.3,75.0,0,1,13.1,49,0.0,18.4,0,0,0
2026-05-09 12:46:16,27.4,58.1,1,0,13.1,49,0.0,18.4,0,0,0
2026-05-09 13:06:41,20.8,25.1,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:43,16.0,23.7,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:45,20.5,33.6,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:47,18.5,33.4,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:49,15.8,22.0,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:51,16.3,23.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:53,16.2,34.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:55,15.2,24.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:57,20.0,35.7,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:06:59,15.9,21.4,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:01,18.2,34.4,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:03,19.3,22.1,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:05,20.9,27.5,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:07,19.2,25.2,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:10,15.1,25.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:12,19.3,37.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:14,19.3,35.7,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:16,20.1,30.2,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:18,16.7,32.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:20,15.2,22.8,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:22,15.2,39.2,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:24,18.2,30.0,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:26,18.0,36.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:28,16.6,34.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:30,19.5,32.8,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:32,19.6,29.7,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:07:34,16.4,30.1,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:06,17.5,21.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:08,15.5,39.8,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:10,18.6,25.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:12,15.7,23.4,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:14,20.5,38.4,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:16,19.1,23.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:18,17.4,33.9,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:20,17.9,23.3,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:22,18.1,26.0,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:24,16.7,31.1,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:26,20.6,31.8,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:28,15.4,26.8,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:10:30,15.3,39.1,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:30,19.5,33.0,0,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:32,23.9,51.1,1,1,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:34,21.0,57.8,0,1,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:36,24.6,78.3,1,1,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:38,37.7,34.9,1,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:40,38.4,44.7,1,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:42,38.9,28.6,1,0,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:44,27.5,65.3,1,1,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:12:46,23.0,68.9,1,1,13.3,48,0.0,18.4,0,0,0
2026-05-09 13:17:34,21.6,72.0,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:36,26.8,51.3,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:38,33.6,67.9,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:40,32.5,60.3,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:42,22.6,69.7,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:44,34.5,28.5,1,0,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:46,29.0,77.9,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:48,21.5,54.2,1,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:17:50,15.2,72.3,0,1,13.5,47,0.0,18.4,0,0,0
2026-05-09 13:34:15,36.3,36.3,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:17,21.9,36.5,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:19,34.5,43.1,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:21,39.2,79.8,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:23,37.4,31.8,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:25,26.8,33.0,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:27,21.7,70.4,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:29,30.8,78.5,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:31,21.8,61.0,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:33,39.0,49.5,1,0,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:35,33.2,51.0,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-09 13:34:37,36.1,77.9,1,1,13.7,46,0.0,18.7,0,0,0
2026-05-10 13:00:14,23.9,29.7,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:16,24.1,58.5,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:18,18.2,51.1,0,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:20,28.9,41.9,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:23,19.9,58.5,0,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:25,22.7,71.3,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:27,16.0,43.4,0,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:29,34.3,71.0,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:31,37.6,46.7,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:33,20.3,53.8,0,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:35,32.8,59.7,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:37,35.0,39.0,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:39,25.3,64.9,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:00:41,31.0,67.7,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:13:55,17.8,52.4,0,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:13:57,29.9,78.0,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:13:59,18.5,48.7,0,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:01,40.0,61.1,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:03,25.3,54.0,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:05,19.9,23.0,0,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:07,18.4,64.3,0,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:09,28.7,27.5,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:11,33.9,61.6,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:13,33.6,43.4,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:15,25.3,64.1,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:17,34.4,43.2,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:19,29.6,30.0,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:22,33.6,52.4,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:24,30.7,43.9,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:26,27.3,68.8,1,1,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:14:28,23.2,41.8,1,0,11.5,52,0.0,13.7,0,0,0
2026-05-10 13:18:22,38.1,36.9,1,0,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:24,17.6,71.6,0,1,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:26,20.2,70.5,0,1,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:28,22.8,48.2,1,0,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:30,31.0,35.1,1,0,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:32,17.6,64.5,0,1,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:18:34,38.9,79.9,1,1,11.8,51,0.0,13.7,0,0,0
2026-05-10 13:40:15,simulated,33.4,51.1,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:17,simulated,35.2,68.5,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:19,simulated,38.7,49.3,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:21,simulated,15.2,34.1,0,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:23,simulated,28.1,78.9,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:25,simulated,23.3,30.7,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:27,simulated,22.4,65.0,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:29,simulated,31.7,60.7,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:31,simulated,23.6,43.5,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:33,simulated,32.7,59.0,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:35,simulated,17.5,76.1,0,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:37,simulated,39.1,33.3,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:39,simulated,18.3,38.2,0,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:41,simulated,31.1,32.5,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:43,simulated,22.0,61.0,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:45,simulated,19.5,76.2,0,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:47,simulated,31.2,40.6,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:50,simulated,31.4,37.7,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:52,simulated,38.3,48.2,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:54,simulated,22.7,27.3,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:56,simulated,38.8,69.3,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:40:58,simulated,29.6,53.2,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:00,simulated,39.2,37.3,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:02,simulated,30.1,66.9,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:04,simulated,39.9,66.5,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:06,simulated,20.6,77.8,0,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:08,simulated,37.4,75.8,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:10,simulated,37.4,42.8,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:12,simulated,24.9,51.9,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:14,simulated,26.0,37.9,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:16,simulated,28.6,78.9,1,1,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:18,simulated,29.4,23.5,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:20,simulated,36.1,32.3,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:22,simulated,32.4,39.9,1,0,12.1,49,0.0,14.0,0,0
2026-05-10 13:41:24,simulated,20.1,68.0,0,1,12.1,49,0.0,14.0,0,0
