timestamp,sensor_mode,indoor_temp_c,indoor_humidity_percent,temp_status,humidity_status,outdoor_temp_c,outdoor_humidity_percent,rain_mm,wind_kmh,rain_status,wind_status
2026-05-17 16:06:26,simulated,25.6,36.4,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:28,simulated,30.3,21.9,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:30,simulated,17.8,48.8,OK,HIGH,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:32,simulated,28.7,30.2,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:34,simulated,24.3,44.3,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:37,simulated,25.7,28.3,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:06:39,simulated,19.0,46.5,OK,HIGH,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:07:50,real,31.8,28.8,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:07:52,real,31.7,29.5,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:07:55,real,31.8,29.4,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:07:57,real,31.8,29.5,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:07:59,real,31.8,29.5,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:01,real,31.8,29.3,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:03,real,31.7,29.6,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:05,real,31.9,29.6,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:07,real,31.8,29.3,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:09,real,31.8,29.4,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:11,real,31.8,29.4,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:13,real,31.8,29.5,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:08:15,real,31.8,29.5,HIGH,OK,12.3,56,0.0,23.0,CLEAR,OK
2026-05-17 16:37:47,simulated,34.5,49.8,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:49,simulated,25.7,32.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:51,simulated,29.5,44.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:53,simulated,16.4,27.7,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:55,simulated,38.8,29.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:57,simulated,28.0,34.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:37:59,simulated,35.8,24.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:01,simulated,21.8,32.5,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:03,simulated,20.9,31.3,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:05,simulated,19.2,40.7,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:07,simulated,29.6,49.0,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:09,simulated,28.4,21.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:11,simulated,21.4,42.2,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:13,simulated,28.1,48.7,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:16,simulated,30.9,33.9,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:18,simulated,21.9,44.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:20,simulated,28.1,34.5,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:22,simulated,31.6,22.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:24,simulated,39.1,38.8,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:26,simulated,18.1,43.7,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:28,simulated,36.8,44.8,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:30,simulated,23.3,47.7,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:32,simulated,24.3,26.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:34,simulated,22.2,45.6,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:36,simulated,39.4,24.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:38,simulated,32.0,28.4,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:40,simulated,39.3,44.5,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:42,simulated,28.7,38.2,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:44,simulated,25.5,48.4,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:46,simulated,37.4,43.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:48,simulated,33.5,38.1,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:50,simulated,37.8,28.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:52,simulated,18.7,43.9,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:54,simulated,24.1,47.8,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:57,simulated,31.9,24.3,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:38:59,simulated,35.3,47.0,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:01,simulated,19.1,46.5,OK,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:03,simulated,34.6,41.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:05,simulated,39.9,48.0,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:07,simulated,20.0,22.3,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:09,simulated,23.3,45.7,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:11,simulated,29.6,45.1,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:13,simulated,38.0,42.4,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:15,simulated,22.3,27.8,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:17,simulated,36.9,47.0,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:19,simulated,17.9,32.9,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:21,simulated,27.8,30.9,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:23,simulated,15.2,35.7,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:25,simulated,28.7,48.1,HIGH,HIGH,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:27,simulated,18.6,24.6,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:29,simulated,16.5,28.5,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:31,simulated,18.5,29.5,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:33,simulated,28.5,34.1,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:35,simulated,28.7,28.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:38,simulated,36.0,29.9,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:40,simulated,31.0,40.0,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:42,simulated,26.8,30.4,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:44,simulated,37.9,23.8,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:46,simulated,28.7,35.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:48,simulated,16.9,24.6,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:50,simulated,15.8,29.6,OK,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:52,simulated,25.7,36.6,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
2026-05-17 16:39:54,simulated,33.4,26.1,HIGH,OK,11.7,61,0.0,18.0,CLEAR,OK
